Question ID,Domain,Question Text,Question Type
R.7.5,R. Artificial Intelligence,"Is there a process to evaluate AI system purpose in consideration of potential risks, societal values, and stated organizational principles?","Yes,No,N/A"
R.7.6,R. Artificial Intelligence,"Does the organization establish policies for AI system incident response, or confirm that existing incident response policies apply to AI systems?","Yes,No,N/A"
R.8,R. Artificial Intelligence,"Does the organization establish policies that define which models or systems are inventories, with preference to inventorying all models or systems, or minimally, to high risk models or systems, or systems deployed in high-stakes settings?","Yes,No,N/A"
R.9,R. Artificial Intelligence,Does the organization establish risk tolerance levels for AI systems and allocate the appropriate oversight resources to each level?,"Yes,No,N/A"
R.10,R. Artificial Intelligence,Does the organization establish policies that define the AI risk management roles and responsibilities for positions directly and indirectly related to the AI systems?,"Yes,No,N/A"
R.11,R. Artificial Intelligence,Does the organization plan and test human-AI configurations under close to real-world conditions and document results?,"Yes,No,N/A"
R.11.1,R. Artificial Intelligence,"Is connectivity of the AI system or data it will have to external networks(including the internet), financial markets, and critical infrastructure, that have the potential for negative externalities documented?","Yes,No,N/A"
R.11.2,R. Artificial Intelligence,Does the organization have a documented and executable process to identify testing modules that can integrate throughout the AI lifecycle and then verify corroboration is enabled by independent evaluators?,"Yes,No,N/A"
R.12,R. Artificial Intelligence,Does the organization have mechanisms to regularly communicate and collect feedback among relevant AI actors and internal or external stakeholders related to the validity of design and deployment assumptions?,"Yes,No,N/A"
R.12.1,R. Artificial Intelligence,Does the organization document assumptions made and techniques used in the identification of constructs and proxy targets?,"Yes,No,N/A"
R.12.1.1,R. Artificial Intelligence,"Does the organization document assumptions made and techniques used in the development of indices - especially those operationalizing concepts? (e.g., hireability, criminality, lendability).","Yes,No,N/A"
R.12.1.1.1,R. Artificial Intelligence,"Does the organization identify and document transparent methods (e.g., causal discovery methods) for inferring causal relationships between the constructs that are modeled inclusive of dataset attributes or proxies?","Yes,No,N/A"
R.12.1.1.2,R. Artificial Intelligence,Does the organization establish and document processes to test and verify that design assumptions about set deployment contexts are continuously accurate and sufficiently complete?,"Yes,No,N/A"
R.13,R. Artificial Intelligence,Does the organization employ personnel to work with domain experts and other external AI actors to investigate and document potential negative impacts on the product lifecycle and associated processes that may conflict with organizational values and principles?,"Yes,No,N/A"
R.14,R. Artificial Intelligence,"Does the organization establish policies and procedures that define and differentiate the various human roles and responsibilities when using, interacting with, or monitoring AI systems?","Yes,No,N/A"
R.15,R. Artificial Intelligence,"Does the organization establish policies that require inclusion of oversight functions (legal, compliance, risk management) from the outset of the system design process?","Yes,No,N/A"
R.16,R. Artificial Intelligence,"Does the organization define and develop training materials for proposed end users, practitioners, and operators about AI system use and known limitations?","Yes,No,N/A"
R.18,R. Artificial Intelligence,Does the organization identify and implement procedures for regularly evaluating the qualitative and quantitative costs of internal and external AI system failures?,"Yes,No,N/A"
R.18.1,R. Artificial Intelligence,Does the organization have a process to identify and declare AI system features and capabilities that may affect downstream AI actors' decision-making in deployment and operational settings?,"Yes,No,N/A"
S.1,S. Supply Chain Risk Mgmt,"Does your organization have access control policies for suppliers, developers, and service providers that are passed down to sub-tier contractors?","Yes,No,N/A"
S.1.1,S. Supply Chain Risk Mgmt,"Are access control policies stated for all service providers, and do contractors implement and enforce them for sub-tier contractors?","Yes,No,N/A"
S.2,S. Supply Chain Risk Mgmt,"Does the organization ensure proper access control in its systems and supply chain, including sub-tier contractors, with consequences for violations?","Yes,No,N/A"
S.3,S. Supply Chain Risk Mgmt,Can prime contractors restrict information sharing with sub-tier contractors in the supply chain?,"Yes,No,N/A"
S.4,S. Supply Chain Risk Mgmt,"Is remote access restricted to employees and contractors during specific hours and locations and through secure VPN with multi-factor authentication, including sub-tier contractors when necessary?","Yes,No,N/A"
S.4.1,S. Supply Chain Risk Mgmt,Does the organization have clear wireless access control policies for the supply chain and do they apply to sub-tier contractors?,"Yes,No,N/A"
S.9,S. Supply Chain Risk Mgmt,Is access control in place to support authorized supply chain access within the organization?,"Yes,No,N/A"
S.9.4,S. Supply Chain Risk Mgmt,"Is there a designated person responsible for creating, documenting, and distributing auditing and accountability policies and protocols?","Yes,No,N/A"
S.9.5,S. Supply Chain Risk Mgmt,Are there procedures and tools in place for recording any detectable incidents in the information system or supply chain network considered auditable supply chain events?,"Yes,No,N/A"
S.17,S. Supply Chain Risk Mgmt,"Does the organization require primary contractors to implement cross-organizational controls for logging and sharing of audit information with their sub-tier contractors, and are these requirements communicated to relevant sub-tier contractors?","Yes,No,N/A"
S.18,S. Supply Chain Risk Mgmt,Does the organization's control assessment plan include controls for managing cybersecurity risks in the supply chain and are sub-tier contractors required to adhere to this scope?,"Yes,No,N/A"
S.22,S. Supply Chain Risk Mgmt,Is there a configuration management capability for the organization throughout the secure software development lifecycle (SSDLC) and supply chain to ensure that components are authentic and haven't been inappropriately modified?,"Yes,No,N/A"
S.32,S. Supply Chain Risk Mgmt,"Is there a documented, approved Cybersecurity Supply Chain Risk Management (C-SCRM) policy or equivalent that addresses the strategy, objectives, and related processes for supplier adoption and contingency planning?","Yes,No,N/A"
S.33,S. Supply Chain Risk Mgmt,Has the organization established and put in place a contingency plan for their supply chain information systems and network?,"Yes,No,N/A"
S.34,S. Supply Chain Risk Mgmt,Is the organization conducting contingency testing that includes its critical suppliers?,"Yes,No,N/A"
S.46,S. Supply Chain Risk Mgmt,Is there a procedure in place to ensure that critical (vital per NIST document) suppliers receive incident response training?,"Yes,No,N/A"
S.47,S. Supply Chain Risk Mgmt,Is it ensured by the organization that the critical suppliers partake in incident response testing?,"Yes,No,N/A"
S.48,S. Supply Chain Risk Mgmt,"Do the organization's supplier agreements contain provisions for tracking and documenting incidents, response decisions, and activities?","Yes,No,N/A"
S.51,S. Supply Chain Risk Mgmt,"Is it ensured by the organization that C-SCRM is incorporated into maintenance policies and procedures and any relevant SCRM Strategy/Implementation Plan, SCRM Policies, and SCRM Plan(s) for all enterprise information systems and networks?","Yes,No,N/A"
S.57,S. Supply Chain Risk Mgmt,"Do the organization's media protection policies and procedures cover supply chain concerns, such as media within the supply chain and throughout the software development life cycle (SDLC)?","Yes,No,N/A"
S.57.1,S. Supply Chain Risk Mgmt,Does media storage control encompass C-SCRM activities?,"Yes,No,N/A"
S.57.3,S. Supply Chain Risk Mgmt,Does the organization incorporate C-SCRM practices and requirements into its policies and procedures for physical and environmental protection?,"Yes,No,N/A"
S.58,S. Supply Chain Risk Mgmt,"Is the organization ensuring that only authorized individuals who require physical access are granted access to information, systems, or data centers throughout the supply chain (such as sensitive or classified ones)?","Yes,No,N/A"
S.61,S. Supply Chain Risk Mgmt,Does the organization integrate C-SCRM when developing a security planning policy?,"Yes,No,N/A"
S.61.1,S. Supply Chain Risk Mgmt,Does the organization make sure that contractor organizations are accountable for ensuring that their employees comply with the relevant rules of conduct and access to agency systems or data is granted to individual contractors only after they have acknowledged and demonstrated compliance?,"Yes,No,N/A"
S.62,S. Supply Chain Risk Mgmt,"Is there a process in place within the organization, with the support of its C-SCRM PMO, for identifying, selecting, and implementing appropriate controls according to the C-SCRM requirements outlined for each level?","Yes,No,N/A"
S.62.1,S. Supply Chain Risk Mgmt,"Does the organization have a system in place to ensure effective communication and collaboration among high-level staff, such as the CISO and CAO/SPE, to support C-SCRM coordination with the SCRM PMO or other related teams?","Yes,No,N/A"
S.80,S. Supply Chain Risk Mgmt,Do the security policies and plans clearly define personnel responsibilities for supply chain security risk management activities?,"Yes,No,N/A"
S.80.1,S. Supply Chain Risk Mgmt,Are there procedures or measures to reduce the risk of insider threats through the supply chain?,"Yes,No,N/A"
S.80.2,S. Supply Chain Risk Mgmt,Does the organization confirm that third-party personnel who access its information systems and networks meet the same security requirements as organization personnel?,"Yes,No,N/A"
S.80.3,S. Supply Chain Risk Mgmt,"Does the organization have policies in place to ensure that agreements clearly state the PII data to be shared, identify authorized personnel, specify protection measures, set retention period, and outline contract termination actions?","Yes,No,N/A"
S.100,S. Supply Chain Risk Mgmt,"Do the organization's system and communications protection policies and procedures address cybersecurity risks throughout the supply chain regarding the enterprise's processes, systems, and networks?","Yes,No,N/A"
S.101,S. Supply Chain Risk Mgmt,"Has the organization put in place a defined structure and procedure for exchanging information, which includes specifying the data being transferred, the sharing process, and the specific individuals responsible for receiving it?","Yes,No,N/A"
S.102,S. Supply Chain Risk Mgmt,"Is there a reliable system in place to monitor the connections between the organization's systems and those of your suppliers, developers, system integrators, external system service providers, and other ICT/OT-related service providers?","Yes,No,N/A"
T.1,T. Threat Management,"Is there a centrally managed Vulnerability Management Program and associated Policy that has been approved by management, communicated to appropriate constituents and an owner assigned to maintain and review the policy?","Yes,No,N/A"
T.1.1,T. Threat Management,Are network Vulnerability Scans performed against internal networks and systems?,"Yes,No,N/A"
T.1.1.1,T. Threat Management,"Do internal network vulnerability scans occur periodically? Please define the frequency (e.g., monthly, quarterly, annually) in the additional information field.","Yes,No,N/A"
T.1.2,T. Threat Management,Are network vulnerability scans performed against internet-facing networks and systems periodically?,"Yes,No,N/A"
T.1.2.1,T. Threat Management,"Do external network vulnerability scans occur periodically? Please define the frequency (e.g., monthly, quarterly, annually) in the additional information field.","Yes,No,N/A"
T.1.2.2,T. Threat Management,Do external network vulnerability scans occur after a change?,"Yes,No,N/A"
T.1.3,T. Threat Management,Are vulnerabilities documented and tracked to remediation?,"Yes,No,N/A"
T.1.4,T. Threat Management,Are penetration tests performed?,"Yes,No,N/A"
T.1.4.1,T. Threat Management,"Are penetration tests performed periodically? Please define the frequency (e.g., monthly, quarterly, annually) in the additional information field.","Yes,No,N/A"
T.1.4.2,T. Threat Management,Do penetration tests procedures include manual in addition to automated procedures?,"Yes,No,N/A"
T.1.4.3,T. Threat Management,Is penetration testing performed on external systems from the Internet?,"Yes,No,N/A"
T.1.4.3.1,T. Threat Management,Are web applications included in penetration tests?,"Yes,No,N/A"
T.1.4.4,T. Threat Management,Are penetration test issues documented and tracked to remediation?,"Yes,No,N/A"
T.1.4.5,T. Threat Management,Is penetration testing performed after significant changes?,"Yes,No,N/A"
T.1.5,T. Threat Management,Are vulnerabilities ranked for importance to the system and vulnerability identified?,"Yes,No,N/A"
T.2,T. Threat Management,"Does the organization maintain policies, standards, and procedures for identifying and managing cyber supply chain risks (i.e., ensuring software and hardware components used as part of delivering a service or product do not present a risk)?","Yes,No,N/A"
T.2.1,T. Threat Management,Does the organization conduct risk assessments to identify and address weaknesses or deficiencies in the supply chain?,"Yes,No,N/A"
T.3,T. Threat Management,"Are software updates delivered to clients through automatic downloads (e.g., Windows Update, Live Update)?","Yes,No,N/A"
T.4,T. Threat Management,Are there policies and processes to secure threat and vulnerability assessment tools and the data they collect?,"Yes,No,N/A"
T.4.1,T. Threat Management,Is there a documented process in place to protect against and detect attacks against automatic software update mechanisms?,"Yes,No,N/A"
U.1,U. Server Security,"Are servers used for transmitting, processing, or storing scoped data?","Yes,No,N/A"
U.1.1,U. Server Security,"Are server security standards reviewed and/or updated at least annually to account for any changes in environment, available security features and/or leading practices?","Yes,No,N/A"
U.1.2,U. Server Security,Are all unnecessary/unused services uninstalled or disabled on all servers?,"Yes,No,N/A"
U.1.3,U. Server Security,"Are vendor default passwords removed, disabled, or changed prior to placing any device or system into production?","Yes,No,N/A"
U.1.4,U. Server Security,Are all systems and applications patched regularly?,"Yes,No,N/A"
U.1.4.1,U. Server Security,"Are there any Operating System versions in use within the Scoped Services that no longer have patches released? If yes, please describe in the Additional Information section.","Yes,No,N/A"
U.1.4.2,U. Server Security,Are all available high-risk security patches applied and verified at least monthly on all server platforms?,"Yes,No,N/A"
U.1.4.3,U. Server Security,"Are all server patches, service packs and hot fixes tested prior to installation?","Yes,No,N/A"
U.1.4.4,U. Server Security,Do patch management processes include evaluation and prioritization of vulnerabilities?,"Yes,No,N/A"
U.1.5,U. Server Security,"Are Windows servers used to process, store data or used for scoped services?","Yes,No,N/A"
U.1.5.1,U. Server Security,"Is there an anti-malware policy or program including a means of protection through the use of electronic transfer, that has been approved by management, communicated to appropriate constituents and has an owner to maintain, and review the policy?","Yes,No,N/A"
U.1.5.2,U. Server Security,Has the organization deployed antivirus and anti-malware solutions?,"Yes,No,N/A"
U.1.6,U. Server Security,"Is Unix or Linux used to process, store data or used for scoped services?","Yes,No,N/A"
U.1.6.1,U. Server Security,Are users required to 'su' or 'sudo' into root?,"Yes,No,N/A"
U.1.7,U. Server Security,"Are AS/400s used to process, store data or used for scoped services?","Yes,No,N/A"
U.1.7.1,U. Server Security,"Do group profile assignments consider the roles of the constituents, and are these assignments approved?","Yes,No,N/A"
U.1.8,U. Server Security,"Are Mainframes used to process, store data or used for scoped services?","Yes,No,N/A"
U.1.8.1,U. Server Security,"Is authentication required to access mainframe transactions or databases, and do personnel with privileged access to mainframe systems need it?","Yes,No,N/A"
U.1.9,U. Server Security,"Are Hypervisors used to manage systems used to transmit, process, or store scoped data e.g., cloud hosting?","Yes,No,N/A"
U.1.9.1,U. Server Security,Are all Hypervisors hardened and kept up-to-date with patches?,"Yes,No,N/A"
U.1.9.2,U. Server Security,Are unnecessary/unused Hypervisor services turned off?,"Yes,No,N/A"
U.1.9.3,U. Server Security,Are Hypervisor logs retained for a minimum of one year?,"Yes,No,N/A"
U.1.9.4,U. Server Security,Does the Hypervisor system lock accounts after 3-05 invalid login attempts?,"Yes,No,N/A"
U.1.9.5,U. Server Security,Is administrative access restricted to Hypervisor management interfaces?,"Yes,No,N/A"
U.1.9.6,U. Server Security,Is the host operating system management interface on a separate network than those used by guest operating systems?,"Yes,No,N/A"
U.1.10,U. Server Security,Are all servers configured to log users out after 15 minutes of inactivity?,"Yes,No,N/A"
U.1.11,U. Server Security,"Is sufficient detail contained in operating system, database, and application logs to support security incident investigations (at a minimum, successful and failed login attempts, and changes to sensitive configuration settings and files)?","Yes,No,N/A"
U.1.11.1,U. Server Security,"Are operating system, database, and application events relevant to supporting incident investigation retained for a minimum of one year?","Yes,No,N/A"
U.1.12,U. Server Security,"Are containers used to process or store scoped data e.g., Docker, Kubernetes, OpenShift?","Yes,No,N/A"
U.1.12.1,U. Server Security,"Is there a data container security policy approved by management, communicated to constituents and has an owner to maintain, and review?","Yes,No,N/A"
U.1.12.2,U. Server Security,Are vulnerability scans performed against all containers using tools that can inspect the contents of Containers?,"Yes,No,N/A"
U.1.13,U. Server Security,"Is an alert generated if removable media (floppy disk, recordable CD, USB drive) is used on servers?","Yes,No,N/A"
U.2,U. Server Security,Do asset inventory and management processes include all physical objects with network connectivity (IoT Devices)?,"Yes,No,N/A"
U.2.1,U. Server Security,"Are IoT devices identified by scanning for non-802.11 wireless technologies like Bluetooth, Zigbee, and Z-Wave?","Yes,No,N/A"
U.2.2,U. Server Security,"Is accountability for approval, monitoring, use and deployment of each IoT device and their associated applications assigned to an owner?","Yes,No,N/A"
V.1,V. Cloud Services,Are Cloud Hosting services provided?,"Yes,No,N/A"
V.1.1,V. Cloud Services,Is there a self-service portal available on the internet where clients can configure security settings and access logs for security events and alerts?,"Yes,No,N/A"
V.1.3,V. Cloud Services,Is there a process approved by management to ensure that the Outsourcer authorizes backup image snapshots containing scoped data prior to being snapped?,"Yes,No,N/A"
V.1.4,V. Cloud Services,Are backup image snapshots containing scoped data stored in an environment where the security controls protecting them are commensurate with the production environment?,"Yes,No,N/A"
V.2,V. Cloud Services,"Does the Cloud Hosting Provider provide independent audit reports for their cloud hosting services (e.g., Service Operational Control - SOC)?","Yes,No,N/A"
V.2.1,V. Cloud Services,"Is the Cloud Service Provider certified by an independent third party for compliance with domestic or international control standards, such as the National Institute of Standards and Technology (NIST) or the International Organization for Standardization (ISO)?","Yes,No,N/A"
V.3,V. Cloud Services,Are default hardened base virtual images applied to virtualized operating systems?,"Yes,No,N/A"
V.3.1,V. Cloud Services,Is the Service Provider responsible for ensuring the Guest Operating System Base Images are hardened to the latest standards?,"Yes,No,N/A"
V.3.2,V. Cloud Services,Is the Service Provider responsible for deploying patches to the guest operating system Base Images?,"Yes,No,N/A"
V.4,V. Cloud Services,Is the Cloud Service Provider responsible for deploying patches to the live guest Operating Systems?,"Yes,No,N/A"
